node_id,node_type,latitude,longitude,capacity_tons,demand_tons_per_month,region
N_0000,distribution_center,40.701076936398564,-72.96449755686378,1480.853384353151,0.0,Midwest
N_0001,distribution_center,32.87758371145592,-75.03760607147139,3502.8496274006243,0.0,West
N_0002,distribution_center,41.00835758564767,-74.14617560016684,6555.045434988705,0.0,Southeast
N_0003,customer,33.24090248133987,-106.2066433508399,0.0,465.4217896716263,Midwest
N_0004,distribution_center,36.42413151357913,-106.22483856001874,9781.589294204987,0.0,Northeast
N_0005,customer,28.90370244123574,-98.56545944239618,0.0,16.266383490416672,Northeast
N_0006,distribution_center,40.84989200772667,-105.28641001136093,6571.793333488459,0.0,Midwest
N_0007,customer,37.211506142104014,-83.42034054806098,0.0,235.87318135368747,Southeast
N_0008,customer,38.8607719980466,-91.29284368656198,0.0,54.26075934303398,West
N_0009,customer,27.244559111847934,-76.62247087719076,0.0,344.9905993871517,West
N_0010,customer,32.81885120005832,-119.20589335974994,0.0,299.6883727145971,Southeast
N_0011,distribution_center,38.64782149579571,-68.2605262818869,6407.454090169668,0.0,Midwest
N_0012,customer,44.88317891798817,-74.87013173222199,0.0,426.1781507521708,West
N_0013,customer,45.40553843117104,-97.88724559863385,0.0,166.18230057098594,West
N_0014,customer,44.751180164258145,-123.39347034384242,0.0,369.34618640429005,Southwest
N_0015,customer,48.7215546453647,-73.20932946769321,0.0,349.2841287448923,Midwest
N_0016,customer,47.416171391082486,-111.46139268625585,0.0,293.80552077286956,Southeast
N_0017,customer,33.50548802951994,-102.41949399484113,0.0,412.85151634144825,Southeast
N_0018,customer,36.16512824877664,-81.5307414500119,0.0,429.79303022428263,Midwest
N_0019,customer,38.888320126719655,-69.88271508494918,0.0,455.01718633442897,Northeast
N_0020,customer,37.650424459521126,-105.60623201350327,0.0,132.9302097609347,Northeast
N_0021,distribution_center,33.08364461264487,-121.08511452798938,7754.129026956949,0.0,Midwest
N_0022,customer,35.45532132078736,-121.57379355270523,0.0,442.3766538853261,Southwest
N_0023,customer,39.57840541528085,-90.51527730231292,0.0,267.5989789856762,Southeast
N_0024,distribution_center,37.5805137104872,-78.42879535578138,4376.690809439145,0.0,Northeast
N_0025,customer,46.303627073111116,-93.84988843666719,0.0,23.896134804425657,Southwest
N_0026,distribution_center,40.27353927654315,-94.38738969664954,3621.7947529534363,0.0,West
N_0027,distribution_center,35.078044517008685,-68.38987778714765,3255.3792813893224,0.0,Midwest
N_0028,customer,29.858072062255438,-110.62968754749532,0.0,393.95083620291535,Northeast
N_0029,customer,40.02823702461921,-89.07499361785923,0.0,213.3939542876592,Southwest
N_0030,distribution_center,34.07290971047325,-98.90318747461987,8653.685967268557,0.0,Midwest
N_0031,customer,30.12169209805357,-110.09838598581833,0.0,327.73014897538906,Southwest
N_0032,customer,37.07517862351531,-68.6549553073494,0.0,59.12472662736347,Northeast
N_0033,customer,48.11470574562165,-95.24542579658474,0.0,389.8851028592381,Northeast
N_0034,customer,33.48182138157542,-101.92445258120624,0.0,25.09625030807197,Midwest
N_0035,warehouse,34.10123223658698,-88.97969037980215,1528.2363575158931,0.0,Northeast
N_0036,customer,29.062081331501528,-117.01520092048156,0.0,489.1425243636497,Northeast
N_0037,customer,28.921163386393186,-106.37031867023674,0.0,254.39703126201402,Southeast
N_0038,customer,27.954313423198883,-95.7517761443987,0.0,338.01232812583095,Southwest
N_0039,customer,35.2993021829267,-85.87768311776759,0.0,219.50388236264646,Midwest
N_0040,customer,45.51661973489024,-86.83396451122093,0.0,439.38026516118356,Midwest
N_0041,customer,45.28406855568273,-70.83294250696586,0.0,22.094539325419813,Midwest
N_0042,distribution_center,35.79712109002627,-100.11120587273439,1400.5202088286512,0.0,Southwest
N_0043,customer,34.26694018362417,-109.80505811773506,0.0,303.1469952511213,Southwest
N_0044,customer,36.33220336417468,-80.56117191357873,0.0,348.29483537172143,Northeast
N_0045,distribution_center,27.86347502216823,-97.26698138463644,3674.7000275352966,0.0,Southeast
N_0046,warehouse,47.40119348751511,-68.65032587250212,604.4879300077149,0.0,Southeast
N_0047,customer,30.899406927731764,-116.01048128548209,0.0,166.97930096127644,Southeast
N_0048,customer,46.56866327966905,-85.29517744161312,0.0,273.03704408764,Southwest
N_0049,distribution_center,36.341687006872704,-73.64390927715874,1240.6649110303767,0.0,Midwest
N_0050,customer,32.32198844905823,-109.10187365563385,0.0,67.8228885708279,Southwest
N_0051,customer,27.01389636385585,-68.7457254958586,0.0,312.6352448509398,West
N_0052,distribution_center,38.398302336471254,-119.27051856077217,5762.9598006945425,0.0,Northeast
N_0053,customer,42.4023549923993,-111.20899534002851,0.0,256.8371378295771,West
N_0054,customer,25.177891035427155,-101.633526960433,0.0,126.60048221430463,Southeast
N_0055,customer,40.697546282139534,-81.81308505285718,0.0,388.8741439539387,Southwest
N_0056,distribution_center,41.46562472150133,-92.60844054652529,6013.989381495437,0.0,Northeast
N_0057,warehouse,35.526953148368065,-109.67083486829334,8499.489194425596,0.0,Northeast
N_0058,distribution_center,28.326461245688556,-112.6885308503164,5581.108555783033,0.0,Southeast
N_0059,customer,38.49967519595752,-75.17201852017776,0.0,34.16583460646762,Northeast
N_0060,customer,36.77061406046721,-93.53003224574576,0.0,393.2132196139309,Northeast
N_0061,distribution_center,27.975692959032816,-69.67130174535113,8035.473646927163,0.0,West
N_0062,customer,39.17434705371445,-94.38524013293834,0.0,15.992297721543867,West
N_0063,distribution_center,36.07822990701227,-118.58186247956108,5472.764375270089,0.0,Midwest
N_0064,distribution_center,31.43867710030512,-115.70699035169135,4862.476142334153,0.0,Southeast
N_0065,customer,33.443957074875016,-80.37176870985186,0.0,324.16920586098814,Southeast
N_0066,customer,27.97547186464,-80.01077411722721,0.0,172.26803061520368,Southeast
N_0067,customer,48.730173762756294,-114.90382428697731,0.0,10.746708002832335,Midwest
N_0068,customer,34.74685710317863,-116.58259975122148,0.0,235.1144124927773,Midwest
N_0069,customer,25.156145629120306,-115.15217944256987,0.0,409.135162490282,Southeast
N_0070,customer,48.7974439273557,-119.67726015439241,0.0,277.3814927599145,West
N_0071,customer,47.023025082385196,-103.66315470859024,0.0,31.05206247574156,West
N_0072,warehouse,32.19194010849556,-112.56808602367535,133.8250199705331,0.0,Midwest
N_0073,customer,33.391728172884015,-80.81514782732958,0.0,224.81812371929402,Southwest
N_0074,customer,45.8086005527831,-76.63029531570396,0.0,229.5498114620085,Southwest
N_0075,customer,37.84308415931301,-106.52270350042855,0.0,274.60320711848647,Southwest
N_0076,customer,44.19984860647585,-113.12937921444251,0.0,152.4869248131554,Southeast
N_0077,distribution_center,33.90517880227007,-105.61562761755529,3808.593310157607,0.0,Northeast
N_0078,customer,32.81223724529176,-116.4737440443223,0.0,135.7927715375316,Southeast
N_0079,customer,33.195307178920686,-74.41346700433655,0.0,494.38681442588404,West
N_0080,customer,40.779677966088855,-113.5267132237954,0.0,459.82421146211067,Midwest
N_0081,customer,45.30649167554551,-100.39989211665234,0.0,458.1657059726866,Northeast
N_0082,customer,43.11759616173043,-108.60583705246806,0.0,361.5778507063123,Southeast
N_0083,customer,42.852213891606326,-70.93526777213194,0.0,376.66755013437887,Midwest
N_0084,distribution_center,36.996715188825526,-66.35809461741039,6847.624007172884,0.0,West
N_0085,customer,47.885109938101394,-94.79730316128521,0.0,78.50102449707806,Midwest
N_0086,warehouse,31.23823787501567,-70.96937181942656,6714.5160931328355,0.0,Midwest
N_0087,distribution_center,33.92324053107984,-83.36289256576725,5884.846951977325,0.0,Southeast
N_0088,customer,33.012703875389704,-115.55687150626233,0.0,14.120131136468558,West
N_0089,customer,42.33890870821642,-80.62427950416753,0.0,364.38877308347554,Southwest
N_0090,customer,45.11871630046275,-105.89383659349514,0.0,488.77991279219776,Northeast
N_0091,warehouse,27.441002189022235,-113.06057152667181,472.5900549408464,0.0,Midwest
N_0092,customer,27.267828839979888,-90.49750664590037,0.0,496.8982243269311,Midwest
N_0093,customer,45.90014905458338,-112.70532241304224,0.0,45.04825585691149,Southwest
N_0094,customer,39.42197775963708,-106.38061562152765,0.0,155.44849746543233,Southeast
N_0095,customer,41.50676898973933,-78.40224318522755,0.0,22.23580217144437,Southwest
N_0096,warehouse,36.427842675446556,-70.74482269481648,4927.92140938769,0.0,Southeast
N_0097,customer,27.108678829575258,-100.00300206997952,0.0,171.2557004337884,Northeast
N_0098,customer,38.04688257267448,-85.92822102465664,0.0,168.07179687915615,Midwest
N_0099,distribution_center,39.63288843427901,-85.23531408244935,795.2924901446705,0.0,Midwest
N_0100,distribution_center,48.01432495174184,-112.58376002276928,5341.96281748517,0.0,Midwest
N_0101,customer,48.25421878512994,-92.22840561614416,0.0,467.27378334333747,West
N_0102,customer,45.46409822899935,-73.21751554601968,0.0,303.42616879744986,Southwest
N_0103,distribution_center,39.73750428048679,-77.19304572647643,7554.526058312859,0.0,Southeast
N_0104,distribution_center,44.33463948389968,-108.8745611357921,3676.1481177176483,0.0,Southwest
N_0105,customer,28.88172471358109,-113.3863750217327,0.0,98.78606638421921,Southwest
N_0106,customer,44.86588911872317,-102.20863605238016,0.0,180.7470330096551,Northeast
N_0107,distribution_center,40.459344969639325,-82.41181750997954,7186.690636161043,0.0,Northeast
N_0108,distribution_center,48.56139522464629,-124.08372185523412,4435.186603621231,0.0,Midwest
N_0109,warehouse,45.634406731986594,-102.75158156832012,3361.68920400337,0.0,Northeast
N_0110,customer,38.50387818424701,-93.33121192142798,0.0,181.8447884073908,Southeast
N_0111,customer,47.47482482733187,-69.87000784968555,0.0,440.8460358001376,West
N_0112,warehouse,47.402560719755314,-112.12010523036166,6609.740373548311,0.0,Midwest
N_0113,customer,48.838073708435054,-99.30883398411865,0.0,267.0765843407746,Northeast
N_0114,customer,46.26213674536234,-79.76243329634487,0.0,416.4977831793249,West
N_0115,customer,40.0108148454148,-96.46230585629658,0.0,294.2763958807793,West
N_0116,customer,48.02816344715711,-91.5470205467456,0.0,344.31271493082306,Northeast
N_0117,customer,48.82796307717756,-84.85041921089304,0.0,217.75936219541123,Southeast
N_0118,warehouse,41.96606977790145,-120.1484976861175,101.63841536133167,0.0,Southeast
N_0119,customer,28.71788656881918,-93.23692774875424,0.0,385.6458933843273,Southeast
N_0120,customer,45.744391049455345,-110.39985184936252,0.0,420.61245483743323,West
N_0121,distribution_center,27.64280184984333,-74.40180468788655,1171.719514868055,0.0,Midwest
N_0122,warehouse,40.08286820161266,-97.67244302533098,7046.227203610977,0.0,Southwest
N_0123,customer,48.96029906259999,-92.57259738518582,0.0,285.1390930329281,Northeast
N_0124,distribution_center,45.30390053379502,-67.10693729060857,1289.533037914352,0.0,Northeast
N_0125,distribution_center,28.297462914700986,-120.59854204330111,3247.031621656485,0.0,Southeast
N_0126,customer,40.812117178387886,-122.60404007212945,0.0,17.257017949935754,Midwest
N_0127,customer,25.414856103275508,-114.7958155838212,0.0,180.9854128529183,Southeast
N_0128,customer,32.90411032023178,-124.47104517405857,0.0,478.0487541678787,Northeast
N_0129,customer,33.25430407452046,-99.61335846079852,0.0,453.5992188510403,Northeast
N_0130,distribution_center,35.58152616612391,-123.67988409947687,7731.892391722867,0.0,Southwest
N_0131,customer,36.33607266149758,-71.44965125617206,0.0,210.68315092757868,West
N_0132,customer,37.817345653057515,-95.92848900923755,0.0,485.0765096785447,Northeast
N_0133,customer,39.62541023407187,-118.0067332881207,0.0,318.9876895203632,Northeast
N_0134,customer,28.19188259041901,-82.79757163906577,0.0,489.7507645864275,Southeast
N_0135,distribution_center,34.79468684948158,-85.22871361448162,5786.400362257002,0.0,Southeast
N_0136,warehouse,37.47196253503466,-109.90777604352542,1399.321959270367,0.0,Northeast
N_0137,customer,34.35901258674833,-78.32814944126721,0.0,130.59352619672381,Midwest
N_0138,customer,25.62252054996853,-112.17178665321107,0.0,246.63114192788152,West
N_0139,distribution_center,26.693128104844753,-103.20932952951934,5291.116897227392,0.0,Northeast
N_0140,customer,28.27802572524464,-94.84736892953988,0.0,105.68463656775182,Southwest
N_0141,warehouse,29.76049310925239,-81.37669746787226,2869.288727641992,0.0,Southwest
N_0142,customer,33.31973919873676,-66.34172859554303,0.0,185.16401878549186,Northeast
N_0143,distribution_center,33.57544648133546,-92.23555256139056,1615.9678871584802,0.0,Southeast
N_0144,customer,26.210177880673168,-72.77733543216966,0.0,297.2831879203649,Midwest
N_0145,distribution_center,47.15832392023976,-69.31942725860988,8722.82399937554,0.0,Northeast
N_0146,customer,41.34573738635019,-87.9368054770355,0.0,90.0643080629485,Midwest
N_0147,distribution_center,30.868868153173356,-81.66135586394226,9088.146922025519,0.0,Midwest
N_0148,customer,39.8231156982942,-107.57332023776438,0.0,476.97170657004347,Southeast
N_0149,distribution_center,27.58691828318282,-93.04208659924343,3814.859973156597,0.0,West
N_0150,customer,28.586192589986336,-99.78915782781382,0.0,386.357249092186,Southeast
N_0151,customer,31.114124413423944,-119.9733809052327,0.0,151.4773867686726,Southeast
N_0152,distribution_center,28.754444379902324,-98.74809146516408,6234.3543380536685,0.0,Southwest
N_0153,distribution_center,33.67244907849691,-98.57926500440408,2983.059611256265,0.0,West
N_0154,customer,30.402811864678696,-66.78700661024652,0.0,242.84470886964726,Northeast
N_0155,customer,37.235401662731775,-112.26351381044371,0.0,300.2160546119865,West
N_0156,distribution_center,25.066231564126745,-91.36108439190065,3936.052054676148,0.0,Southeast
N_0157,customer,30.51460579977158,-78.44524606710647,0.0,78.61940421952643,West
N_0158,distribution_center,33.99833484936608,-100.12177068689614,5634.347151320472,0.0,Southeast
N_0159,customer,46.713639756301745,-121.67101495037208,0.0,408.45777308094955,Southwest
N_0160,customer,29.60697163443438,-83.54574983394579,0.0,342.3798280790963,Southeast
N_0161,customer,40.34955473451217,-79.18991871462819,0.0,127.30925913236888,Southeast
N_0162,distribution_center,35.31024554128466,-83.60018666619986,6944.77249176508,0.0,Southwest
N_0163,distribution_center,29.195690988698118,-124.28790851175403,5364.316892254883,0.0,Southwest
N_0164,customer,43.003497140612225,-71.52196168744587,0.0,224.58501569241636,West
N_0165,distribution_center,41.00747835463816,-73.8528484584276,3469.8953355393996,0.0,Southeast
N_0166,warehouse,27.844463687714708,-97.8623824499044,7262.503753522541,0.0,Northeast
N_0167,customer,46.61085308108998,-94.65322249197793,0.0,22.226423389181555,Southeast
N_0168,customer,27.97260655519228,-116.18435116223502,0.0,388.3373779132358,Northeast
N_0169,customer,48.769058425259914,-78.29445764652976,0.0,380.26606372111365,Midwest
N_0170,customer,44.34294706787296,-66.6050051804326,0.0,433.57148701629404,Northeast
N_0171,warehouse,41.756129068674426,-116.45374989005472,9047.878219333217,0.0,Midwest
N_0172,customer,32.53419168819061,-87.36140081369942,0.0,243.6597780436528,Northeast
N_0173,customer,27.07588657651354,-94.45340274684399,0.0,88.10180509104501,Southwest
N_0174,customer,37.83700386434477,-70.70293666827199,0.0,402.5356970771827,Southeast
N_0175,customer,36.924523799392176,-90.2550898906313,0.0,393.2698637034729,Southwest
N_0176,customer,34.507982042302515,-89.20055534457681,0.0,280.32217234321706,Northeast
N_0177,customer,42.786587128453235,-121.25724298034861,0.0,482.7018046176599,Midwest
N_0178,distribution_center,37.91079372399475,-75.71339524043067,5950.7196428266225,0.0,Midwest
N_0179,warehouse,38.9562334413035,-72.14040641272625,5598.826079351394,0.0,Southwest
N_0180,customer,25.449787807732775,-123.72473165267823,0.0,445.27188357564654,Southwest
N_0181,customer,28.946142676270675,-85.19656780664383,0.0,474.9881813686438,Northeast
N_0182,customer,37.87687175958295,-77.06602581660121,0.0,237.55590485228674,Southeast
